#--------------------------#
#PLATO:: 'Box_ODE' app
#Database (path to): '/Users/ecisneros/Packages/plato-database/'
#Mixture:            'air5'
#Kinetics:           'air5'
#Transfer:           'TTv'
# t [s]  Y_N  Y_O  Y_N2  Y_NO  Y_O2  Th [K]  Tv [K]  rho [kg/m^3]  p [Pa]  n [1/m^3]  E [J/kg]
   3.449673589310E-02   1.188275307277E-05   4.929723795951E-05   6.323001176280E-01   2.887151075644E-01   7.892359481654E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000113369150E+04   1.448676216150E+23   7.786663780660E+06
   3.535073589310E-02   1.204403329048E-05   4.996501107565E-05   6.316826794183E-01   2.900374779346E-01   7.821783360281E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000114905490E+04   1.448677328920E+23   7.790705711990E+06
   3.622573589310E-02   1.220785656700E-05   5.064341807647E-05   6.311265226875E-01   2.912285617285E-01   7.758206430932E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000116466240E+04   1.448678459360E+23   7.794348295900E+06
   3.712273589310E-02   1.237448648980E-05   5.133354871669E-05   6.306280368685E-01   2.922960931703E-01   7.701216192599E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000118053910E+04   1.448679609310E+23   7.797615101610E+06
   3.804173589310E-02   1.254400012038E-05   5.203571970881E-05   6.301840457393E-01   2.932468764037E-01   7.650449813721E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000119669230E+04   1.448680779280E+23   7.800526847850E+06
   3.898373589310E-02   1.271665896700E-05   5.275101124264E-05   6.297907293181E-01   2.940890942764E-01   7.605470873534E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000121314700E+04   1.448681971080E+23   7.803108469140E+06
   3.994873589310E-02   1.289253920718E-05   5.347973542791E-05   6.294446410526E-01   2.948301300537E-01   7.565885661903E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000122991010E+04   1.448683185240E+23   7.805382446840E+06
   4.093773589310E-02   1.307189781040E-05   5.422295269937E-05   6.291419087082E-01   2.954782785342E-01   7.531251790705E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000124700630E+04   1.448684423510E+23   7.807374055760E+06
   4.195173589310E-02   1.325498728458E-05   5.498170535058E-05   6.288787637616E-01   2.960416123507E-01   7.501138719503E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000126445940E+04   1.448685687630E+23   7.809107894000E+06
   4.299073589310E-02   1.344187612173E-05   5.575627319741E-05   6.286517539481E-01   2.965275270198E-01   7.475152088277E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000128227600E+04   1.448686978080E+23   7.810606479400E+06
   4.405473589310E-02   1.363263100663E-05   5.654692582518E-05   6.284574244631E-01   2.969434235035E-01   7.452897247657E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000130046230E+04   1.448688295310E+23   7.811892346130E+06
   4.514573589310E-02   1.382767184414E-05   5.735540070350E-05   6.282921036012E-01   2.972971666661E-01   7.433954666015E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000131905820E+04   1.448689642200E+23   7.812989477430E+06
   4.626373589310E-02   1.402705520470E-05   5.818192944689E-05   6.281526539479E-01   2.975954775578E-01   7.417965950969E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000133806910E+04   1.448691019160E+23   7.813918336920E+06
   4.740873589310E-02   1.423083559612E-05   5.902672693648E-05   6.280360479049E-01   2.978448419768E-01   7.404585255572E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000135750000E+04   1.448692426530E+23   7.814698671850E+06
   4.858273589310E-02   1.443941653930E-05   5.989146535779E-05   6.279392627149E-01   2.980517346051E-01   7.393467179814E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000137738940E+04   1.448693867110E+23   7.815350232260E+06
   4.978573589310E-02   1.465284164985E-05   6.077631978840E-05   6.278596982763E-01   2.982217254536E-01   7.384314710865E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000139774130E+04   1.448695341200E+23   7.815889976830E+06
   5.101873589310E-02   1.487132714596E-05   6.168218312321E-05   6.277948870507E-01   2.983601001792E-01   7.376845925991E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000141857620E+04   1.448696850260E+23   7.816334016790E+06
   5.228173589310E-02   1.509490763981E-05   6.260919424906E-05   6.277426396545E-01   2.984715489453E-01   7.370810729825E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000143989740E+04   1.448698394550E+23   7.816696631760E+06
   5.357573589310E-02   1.532379050664E-05   6.355820832961E-05   6.277009415527E-01   2.985603869760E-01   7.365978947242E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000146172460E+04   1.448699975490E+23   7.816990978210E+06
   5.490273589310E-02   1.555835512536E-05   6.453079526932E-05   6.276679942854E-01   2.986304662329E-01   7.362145033135E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000148409390E+04   1.448701595690E+23   7.817228820490E+06
   5.626173589310E-02   1.579844668244E-05   6.552630954637E-05   6.276422945778E-01   2.986850074612E-01   7.359137320479E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000150699050E+04   1.448703254090E+23   7.817419945770E+06
   5.765473589310E-02   1.604443689725E-05   6.654628931660E-05   6.276224731608E-01   2.987269432009E-01   7.356799291212E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000153044980E+04   1.448704953230E+23   7.817573319060E+06
   5.908273589310E-02   1.629651727298E-05   6.759152579857E-05   6.276073839925E-01   2.987587281653E-01   7.354999979909E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000155448990E+04   1.448706694450E+23   7.817696432080E+06
   6.054573589310E-02   1.655469982283E-05   6.866206624288E-05   6.275960656398E-01   2.987824219736E-01   7.353629562052E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000157911200E+04   1.448708477820E+23   7.817795555190E+06
   6.204473589310E-02   1.681917043862E-05   6.975867913719E-05   6.275877050809E-01   2.987997659351E-01   7.352595113442E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000160433370E+04   1.448710304630E+23   7.817876008060E+06
   6.358073589310E-02   1.709011261697E-05   7.088212327816E-05   6.275816348934E-01   2.988121894523E-01   7.351820341841E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000163017260E+04   1.448712176130E+23   7.817942160700E+06
   6.515473589310E-02   1.736770778794E-05   7.203314910409E-05   6.275773144455E-01   2.988208503110E-01   7.351243438654E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000165664590E+04   1.448714093580E+23   7.817997556170E+06
   6.676773589310E-02   1.765213561069E-05   7.321249988998E-05   6.275743121018E-01   2.988266728058E-01   7.350815045696E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000168377060E+04   1.448716058220E+23   7.818045026650E+06
   6.842073589310E-02   1.794357424086E-05   7.442091283609E-05   6.275722882770E-01   2.988303840346E-01   7.350496320126E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000171156380E+04   1.448718071270E+23   7.818086803900E+06
   7.011473589320E-02   1.824220056608E-05   7.565912000725E-05   6.275709799368E-01   2.988325471086E-01   7.350257163395E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000174004240E+04   1.448720133960E+23   7.818124620410E+06
   7.185073589320E-02   1.854819040988E-05   7.692784913227E-05   6.275701868043E-01   2.988335906971E-01   7.350074645914E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000176922290E+04   1.448722247500E+23   7.818159799360E+06
   7.362973589320E-02   1.886171869455E-05   7.822782429678E-05   6.275697588472E-01   2.988338358340E-01   7.349931577578E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000179912220E+04   1.448724413100E+23   7.818193336200E+06
   7.545273589320E-02   1.918295960439E-05   7.955976646530E-05   6.275695857176E-01   2.988335185401E-01   7.349815301619E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000182975680E+04   1.448726631950E+23   7.818225967530E+06
   7.732173589320E-02   1.951226277720E-05   8.092512450298E-05   6.275695878998E-01   2.988328084110E-01   7.349716630195E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000186116000E+04   1.448728906480E+23   7.818258246120E+06
   7.923573589320E-02   1.984944880733E-05   8.232315331352E-05   6.275697090736E-01   2.988318264830E-01   7.349629184131E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000189331470E+04   1.448731235430E+23   7.818290521600E+06
   8.119773589320E-02   2.019504253028E-05   8.375602759197E-05   6.275699103150E-01   2.988306550174E-01   7.349548359746E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000192627090E+04   1.448733622440E+23   7.818323099240E+06
   8.320773589320E-02   2.054903970783E-05   8.522372889521E-05   6.275701651627E-01   2.988293507112E-01   7.349471135756E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000196002820E+04   1.448736067470E+23   7.818356151150E+06
   8.526873589320E-02   2.091196406788E-05   8.672842741076E-05   6.275704564201E-01   2.988279492809E-01   7.349395390749E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000199463650E+04   1.448738574140E+23   7.818389840800E+06
   8.737973589320E-02   2.128363448514E-05   8.826937098715E-05   6.275707724876E-01   2.988264759643E-01   7.349319854262E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000203007860E+04   1.448741141200E+23   7.818424226040E+06
   8.954273589320E-02   2.166439763792E-05   8.984799605764E-05   6.275711064054E-01   2.988249449286E-01   7.349243627228E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000206638740E+04   1.448743771040E+23   7.818459386240E+06
   9.175973589320E-02   2.205459985137E-05   9.146573649946E-05   6.275714540406E-01   2.988233642855E-01   7.349166133759E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000210359600E+04   1.448746466040E+23   7.818495382270E+06
   9.403173589320E-02   2.245441084488E-05   9.312329435095E-05   6.275718128549E-01   2.988217391105E-01   7.349087032943E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000214172040E+04   1.448749227390E+23   7.818532247310E+06
   9.635973589320E-02   2.286399947577E-05   9.482137011070E-05   6.275721814081E-01   2.988200721245E-01   7.349006109777E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000218077700E+04   1.448752056240E+23   7.818570007310E+06
   9.874573589320E-02   2.328371068657E-05   9.656139059637E-05   6.275725591232E-01   2.988183638262E-01   7.348923194927E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000222079830E+04   1.448754954970E+23   7.818608699790E+06
   1.011907358930E-01   2.371371247447E-05   9.834405126272E-05   6.275729456571E-01   2.988166145918E-01   7.348838198745E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000226180050E+04   1.448757924750E+23   7.818648343470E+06
   1.036967358930E-01   2.415434819993E-05   1.001707739568E-04   6.275733410325E-01   2.988148236344E-01   7.348751021096E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000230381630E+04   1.448760967940E+23   7.818688971820E+06
   1.062637358930E-01   2.460560893979E-05   1.020415199857E-04   6.275737450872E-01   2.988129913223E-01   7.348661646158E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000234684480E+04   1.448764084480E+23   7.818730585000E+06
   1.088947358930E-01   2.506801250701E-05   1.039584342176E-04   6.275741582092E-01   2.988111157153E-01   7.348569962872E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000239093530E+04   1.448767277940E+23   7.818773231240E+06
   1.115907358930E-01   2.554172434347E-05   1.059222006215E-04   6.275745805121E-01   2.988091962149E-01   7.348475934796E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000243610350E+04   1.448770549470E+23   7.818816925960E+06
   1.143537358930E-01   2.602708482637E-05   1.079342282573E-04   6.275750122808E-01   2.988072314818E-01   7.348379492431E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000248238200E+04   1.448773901400E+23   7.818861700670E+06
   1.171857358930E-01   2.652443339585E-05   1.099959221741E-04   6.275754537883E-01   2.988052202039E-01   7.348280565221E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000252980290E+04   1.448777336090E+23   7.818907586820E+06
   1.200867358930E-01   2.703375740489E-05   1.121072277889E-04   6.275759050103E-01   2.988031624601E-01   7.348179154436E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000257836520E+04   1.448780853440E+23   7.818954583300E+06
   1.230597358930E-01   2.755557003116E-05   1.142702701270E-04   6.275763663804E-01   2.988010562234E-01   7.348075155601E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000262811760E+04   1.448784456990E+23   7.819002737570E+06
   1.261067358930E-01   2.809020768682E-05   1.164864413095E-04   6.275768381909E-01   2.987989001452E-01   7.347968501487E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000267909220E+04   1.448788149060E+23   7.819052080650E+06
   1.292297358930E-01   2.863800558618E-05   1.187571283469E-04   6.275773207347E-01   2.987966928807E-01   7.347859125067E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000273132090E+04   1.448791931970E+23   7.819102643470E+06
   1.324287358930E-01   2.919894702887E-05   1.210822594076E-04   6.275778139912E-01   2.987944345099E-01   7.347747029251E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000278480200E+04   1.448795805600E+23   7.819154424470E+06
   1.357077358930E-01   2.977371548096E-05   1.234646647556E-04   6.275783185527E-01   2.987921223000E-01   7.347632076706E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000283960080E+04   1.448799774660E+23   7.819207486770E+06
   1.390677358930E-01   3.036246689805E-05   1.259049879315E-04   6.275788345491E-01   2.987897556383E-01   7.347514235784E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000289573190E+04   1.448803840220E+23   7.819261844750E+06
   1.425117358930E-01   3.096570621365E-05   1.284053188085E-04   6.275793624016E-01   2.987873325402E-01   7.347393403323E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000295324360E+04   1.448808005770E+23   7.819317545120E+06
   1.460397358930E-01   3.158341130288E-05   1.309655625225E-04   6.275799020788E-01   2.987848531218E-01   7.347269582561E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000301213350E+04   1.448812271150E+23   7.819374585870E+06
   1.496557358930E-01   3.221625879954E-05   1.335885202533E-04   6.275804541725E-01   2.987823146646E-01   7.347142638379E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000307246620E+04   1.448816641030E+23   7.819433029410E+06
   1.533617358930E-01   3.286457310440E-05   1.362755330377E-04   6.275810189499E-01   2.987797159007E-01   7.347012504325E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000313427260E+04   1.448821117650E+23   7.819492905750E+06
   1.571587358930E-01   3.352850183512E-05   1.390272090494E-04   6.275815965370E-01   2.987770562460E-01   7.346879150610E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000319756660E+04   1.448825702010E+23   7.819554228490E+06
   1.610497358930E-01   3.420854032073E-05   1.418455973856E-04   6.275821873588E-01   2.987743337272E-01   7.346742477624E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000326239530E+04   1.448830397540E+23   7.819617043340E+06
   1.650367358930E-01   3.490500669655E-05   1.447320125416E-04   6.275827916856E-01   2.987715470846E-01   7.346602421056E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000332878910E+04   1.448835206420E+23   7.819681379660E+06
   1.691237358930E-01   3.561856583359E-05   1.476892057655E-04   6.275834100878E-01   2.987686936708E-01   7.346458846977E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000339681130E+04   1.448840133250E+23   7.819747298850E+06
   1.733107358930E-01   3.634918153161E-05   1.507170226264E-04   6.275840425249E-01   2.987657736515E-01   7.346311761949E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000346645830E+04   1.448845177760E+23   7.819814797540E+06
   1.776017358930E-01   3.709751308718E-05   1.538181907850E-04   6.275846895611E-01   2.987627844053E-01   7.346161032980E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000353779290E+04   1.448850344500E+23   7.819883936610E+06
   1.819997358930E-01   3.786404189224E-05   1.569947003217E-04   6.275853516021E-01   2.987597240312E-01   7.346006562450E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000361086080E+04   1.448855636790E+23   7.819954760520E+06
   1.865057358930E-01   3.864889760816E-05   1.602470834918E-04   6.275860287541E-01   2.987565920237E-01   7.345848324114E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000368567440E+04   1.448861055520E+23   7.820027281210E+06
   1.911237358930E-01   3.945272914231E-05   1.635780240234E-04   6.275867215653E-01   2.987533858197E-01   7.345686186184E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000376229550E+04   1.448866605160E+23   7.820101558620E+06
   1.958557358930E-01   4.027583325106E-05   1.669887460651E-04   6.275874302813E-01   2.987501042560E-01   7.345520088342E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000384075210E+04   1.448872287750E+23   7.820177620150E+06
   2.007047358930E-01   4.111867678252E-05   1.704811783020E-04   6.275881553122E-01   2.987467454542E-01   7.345349937847E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000392108870E+04   1.448878106510E+23   7.820255508780E+06
   2.056747358930E-01   4.198189578203E-05   1.740579501567E-04   6.275888971928E-01   2.987433069066E-01   7.345175605465E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000400336590E+04   1.448884065820E+23   7.820335283280E+06
   2.107667358930E-01   4.286560060556E-05   1.777195125155E-04   6.275896560109E-01   2.987397881882E-01   7.344997068776E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000408759390E+04   1.448890166430E+23   7.820416953780E+06
   2.159857358930E-01   4.377059107542E-05   1.814691727039E-04   6.275904324454E-01   2.987361861314E-01   7.344814165940E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000417384900E+04   1.448896413860E+23   7.820500594140E+06
   2.213327358930E-01   4.469696779609E-05   1.853073405778E-04   6.275912265720E-01   2.987325003586E-01   7.344626876099E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000426214050E+04   1.448902808790E+23   7.820586213610E+06
   2.268127358930E-01   4.564551904845E-05   1.892372748474E-04   6.275920390706E-01   2.987287277238E-01   7.344435041164E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000435254360E+04   1.448909356660E+23   7.820673884890E+06
   2.324287358930E-01   4.661668011064E-05   1.932607712312E-04   6.275928703096E-01   2.987248665064E-01   7.344238573264E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000444509950E+04   1.448916060450E+23   7.820763648110E+06
   2.381837358930E-01   4.761087985673E-05   1.973795985299E-04   6.275937206465E-01   2.987209150212E-01   7.344037385393E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000453984890E+04   1.448922923130E+23   7.820855542860E+06
   2.440807358930E-01   4.862854037873E-05   2.015954970534E-04   6.275945904251E-01   2.987168716277E-01   7.343831390974E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000463683200E+04   1.448929947590E+23   7.820949608110E+06
   2.501247358930E-01   4.967042111572E-05   2.059116041843E-04   6.275954802816E-01   2.987127333358E-01   7.343620435731E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000473612100E+04   1.448937139050E+23   7.821045913990E+06
   2.563177358930E-01   5.073675604059E-05   2.103288800165E-04   6.275963904433E-01   2.987084991578E-01   7.343404476285E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000483773790E+04   1.448944499140E+23   7.821144481800E+06
   2.626637358930E-01   5.182811547347E-05   2.148496775578E-04   6.275973213778E-01   2.987041668701E-01   7.343183395909E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000494173700E+04   1.448952031760E+23   7.821245364230E+06
   2.691677358930E-01   5.294523188787E-05   2.194770209543E-04   6.275982737027E-01   2.986997335793E-01   7.342957046515E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000504818790E+04   1.448959741970E+23   7.821348628860E+06
   2.758317358930E-01   5.408831252990E-05   2.242117582253E-04   6.275992475886E-01   2.986951984768E-01   7.342725386388E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000515711010E+04   1.448967631170E+23   7.821454294710E+06
   2.826617358920E-01   5.525824040411E-05   2.290575359424E-04   6.276002437785E-01   2.986905580807E-01   7.342488236451E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000526858760E+04   1.448975705460E+23   7.821562443290E+06
   2.896597358920E-01   5.645520152089E-05   2.340151131586E-04   6.276012624235E-01   2.986858116660E-01   7.342245559581E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000538263790E+04   1.448983966090E+23   7.821673091640E+06
   2.968317358920E-01   5.768005448150E-05   2.390880341538E-04   6.276023042604E-01   2.986809558171E-01   7.341997183378E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000549934270E+04   1.448992418980E+23   7.821786318910E+06
   3.041817358920E-01   5.893330209388E-05   2.442783689312E-04   6.276033697049E-01   2.986759885659E-01   7.341743005820E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000561874950E+04   1.449001067580E+23   7.821902171430E+06
   3.117127358920E-01   6.021526351694E-05   2.495874263570E-04   6.276044590182E-01   2.986709086681E-01   7.341482962379E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000574088850E+04   1.449009914070E+23   7.822020678560E+06
   3.194307358910E-01   6.152675389881E-05   2.550185687650E-04   6.276055728829E-01   2.986657129166E-01   7.341216887777E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000586583730E+04   1.449018964070E+23   7.822141915500E+06
   3.273397358910E-01   6.286823173111E-05   2.605736807576E-04   6.276067116881E-01   2.986603994951E-01   7.340944690436E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000599363910E+04   1.449028220720E+23   7.822265924390E+06
   3.354447358910E-01   6.424030836864E-05   2.662552793003E-04   6.276078759669E-01   2.986549659513E-01   7.340666249411E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000612435210E+04   1.449037688220E+23   7.822392761410E+06
   3.437497358910E-01   6.564340774278E-05   2.720651045730E-04   6.276090660715E-01   2.986494106224E-01   7.340381479376E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000625801620E+04   1.449047369480E+23   7.822522465550E+06
   3.522607358910E-01   6.707827241481E-05   2.780062153901E-04   6.276102825939E-01   2.986437306503E-01   7.340090226800E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000639470200E+04   1.449057269590E+23   7.822655105420E+06
   3.609827358900E-01   6.854545451864E-05   2.840808812840E-04   6.276115259874E-01   2.986379238806E-01   7.339792379621E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000653446170E+04   1.449067392340E+23   7.822790731880E+06
   3.699207358900E-01   7.004548416891E-05   2.902912798547E-04   6.276127967212E-01   2.986319881726E-01   7.339487834219E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000667734560E+04   1.449077741380E+23   7.822929393520E+06
   3.790797358900E-01   7.157886799798E-05   2.966394907290E-04   6.276140952156E-01   2.986259215411E-01   7.339176488456E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000682340150E+04   1.449088320170E+23   7.823071136940E+06
   3.884657358900E-01   7.314625478918E-05   3.031281812191E-04   6.276154220399E-01   2.986197213758E-01   7.338858214827E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000697269100E+04   1.449099133160E+23   7.823216021650E+06
   3.980847358890E-01   7.474826531378E-05   3.097599017907E-04   6.276167777293E-01   2.986133852004E-01   7.338532890325E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000712527280E+04   1.449110184610E+23   7.823364104650E+06
   4.079407358890E-01   7.638515920590E-05   3.165357071293E-04   6.276181624329E-01   2.986069121397E-01   7.338200456107E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000728117120E+04   1.449121476290E+23   7.823515410080E+06
   4.180407358890E-01   7.805766468972E-05   3.234585908441E-04   6.276195767495E-01   2.986002993510E-01   7.337860764388E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000744045530E+04   1.449133013190E+23   7.823670004990E+06
   4.283917358890E-01   7.976647530772E-05   3.305314019549E-04   6.276210213070E-01   2.985935440026E-01   7.337513681315E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000760319070E+04   1.449144800070E+23   7.823827952870E+06
   4.389987358880E-01   8.151191893238E-05   3.377554750514E-04   6.276224963759E-01   2.985866448133E-01   7.337159141680E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000776940820E+04   1.449156839160E+23   7.823989283680E+06
   4.498677358880E-01   8.329445278925E-05   3.451326792856E-04   6.276240023228E-01   2.985796000188E-01   7.336797052630E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000793915100E+04   1.449169133580E+23   7.824154039440E+06
   4.610067358880E-01   8.511482160739E-05   3.526660727034E-04   6.276255397652E-01   2.985724066992E-01   7.336427264123E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000811248960E+04   1.449181688440E+23   7.824322288630E+06
   4.724207358870E-01   8.697323712381E-05   3.603565066360E-04   6.276271088893E-01   2.985650640036E-01   7.336049736332E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000828944350E+04   1.449194505160E+23   7.824494050380E+06
   4.841177358870E-01   8.887035606992E-05   3.682066730250E-04   6.276287102489E-01   2.985575693374E-01   7.335664338455E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000847007500E+04   1.449207588250E+23   7.824669384940E+06
   4.961047358870E-01   9.080662369620E-05   3.762183876457E-04   6.276303441818E-01   2.985499210241E-01   7.335270978271E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000865442600E+04   1.449220940730E+23   7.824848333280E+06
   5.083877358870E-01   9.278227419507E-05   3.843925921094E-04   6.276320108660E-01   2.985421181798E-01   7.334869608796E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000884251810E+04   1.449234564190E+23   7.825030916690E+06
   5.209757358870E-01   9.479797113864E-05   3.927320036246E-04   6.276337109308E-01   2.985341580363E-01   7.334460105818E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000903441420E+04   1.449248463160E+23   7.825217195600E+06
   5.338747358880E-01   9.685383942860E-05   4.012371098004E-04   6.276354444638E-01   2.985260401367E-01   7.334042445027E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000923012550E+04   1.449262638480E+23   7.825407181150E+06
   5.470937358880E-01   9.895042336571E-05   4.099101324231E-04   6.276372117335E-01   2.985177627406E-01   7.333616497006E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000942970340E+04   1.449277093840E+23   7.825600924390E+06
